"Tax Yr",Cat,"Start Week","Start Month","Up to LEL1 (employee)","Up to LEL2 (employee)","Up to LEL3 (employee)","Up to LEL4 (employee)","Employee Rte 1","Employee Rte 2","Employee Rte 3","Employee Rte 4","Up to LEL1 (employer)","Up to LEL2 (employer)","Up to LEL3 (employer)","Up to LEL4 (employer)","Employer Rte 1","Employer Rte 2","Employer Rte 3","Employer Rte 4","Above UEL (employer)","ER NIC Rebate","EE NIC Rebate","NI Surcharge"
1975,A,1,1,0.055,,,,0.055,,,,0.085,,,,,,,0.085,,,,
1975,"A HMF",1,1,0.047,,,,0.047,,,,0.0715,,,,,,,0.0715,,,,
1975,B,1,1,0.02,,,,0.02,,,,0.085,,,,,,,0.085,,,,
1975,"B HMF",1,1,0.018,,,,0.018,,,,0.0715,,,,,,,0.0715,,,,
1975,C,1,1,0,,,,0,,,,0.085,,,,,,,0.085,,,,
1976,A,1,1,0.0575,,,,0.0575,,,,0.0875,,,,,,,0.0875,,,,
1976,"A HMF",1,1,0.0495,,,,0.0495,,,,0.074,,,,,,,0.074,,,,
1976,B,1,1,0.02,,,,0.02,,,,0.0875,,,,,,,0.0875,,,,
1976,"B HMF",1,1,0.018,,,,0.018,,,,0.074,,,,,,,0.074,,,,
1976,C,1,1,0,,,,0,,,,0.0875,,,,,,,0.0875,,,,
1977,A,1,1,0.0575,,,,0.0575,,,,0.1075,,,,,,,0.1075,,,,0.02
1977,"A HMF",1,1,0.0495,,,,0.0495,,,,0.094,,,,,,,0.094,,,,
1977,B,1,1,0.02,,,,0.02,,,,0.1075,,,,,,,0.1075,,,,0.02
1977,"B HMF",1,1,0.018,,,,0.018,,,,0.094,,,,,,,0.094,,,,
1977,C,1,1,0,,,,0,,,,0.1075,,,,,,,0.1075,,,,0.02
1978,A,1,1,0.065,,,,0.065,,,,0.12,,,,,,,0.12,,,,0.02
1978,A,27,7,0.065,,,,0.065,,,,0.135,,,,,,,0.135,,,,0.035
1978,"A HMF",1,1,0.058,,,,0.058,,,,0.107,,,,,,,0.107,,,,
1978,"A HMF",27,7,0.058,,,,0.058,,,,0.122,,,,,,,0.122,,,,
1978,B,1,1,0.02,,,,0.02,,,,0.12,,,,,,,0.12,,,,0.02
1978,B,27,7,0.02,,,,0.02,,,,0.135,,,,,,,0.135,,,,0.035
1978,"B HMF",1,1,0.0185,,,,0.0185,,,,0.107,,,,,,,0.107,,,,
1978,"B HMF",27,7,0.0185,,,,0.0185,,,,0.122,,,,,,,0.122,,,,
1978,C,1,1,0,,,,0,,,,0.12,,,,,,,0.12,,,,0.02
1978,C,27,7,0,,,,0,,,,0.135,,,,,,,0.135,,,,0.035
1978,D,1,1,0.065,,,,0.04,,,,0.12,,,,,,,0.075,,,,0.02
1978,D,27,7,0.065,,,,0.04,,,,0.135,,,,,,,0.09,,,,0.035
1978,"D HMF",1,1,0.058,,,,0.033,,,,0.107,,,,,,,0.062,,,,
1978,"D HMF",27,7,0.058,,,,0.033,,,,0.122,,,,,,,0.077,,,,
1978,E,1,1,0.02,,,,0.02,,,,0.12,,,,,,,0.075,,,,0.02
1978,E,27,7,0.02,,,,0.02,,,,0.135,,,,,,,0.09,,,,0.035
1978,"E HMF",1,1,0.0185,,,,0.0185,,,,0.107,,,,,,,0.062,,,,
1978,"E HMF",27,7,0.0185,,,,0.0185,,,,0.122,,,,,,,0.077,,,,
1979,A,1,1,0.065,,,,0.065,,,,0.135,,,,,,,0.135,,,,0.035
1979,"A HMF",1,1,0.058,,,,0.058,,,,0.122,,,,,,,0.122,,,,
1979,B,1,1,0.02,,,,0.02,,,,0.135,,,,,,,0.135,,,,0.035
1979,"B HMF",1,1,0.0185,,,,0.0185,,,,0.122,,,,,,,0.122,,,,
1979,C,1,1,0,,,,0,,,,0.135,,,,,,,0.135,,,,0.035
1979,D,1,1,0.065,,,,0.04,,,,0.135,,,,,,,0.09,,,,0.035
1979,"D HMF",1,1,0.058,,,,0.033,,,,0.122,,,,,,,0.077,,,,
1979,E,1,1,0.02,,,,0.02,,,,0.135,,,,,,,0.09,,,,0.035
1979,"E HMF",1,1,0.0185,,,,0.0185,,,,0.122,,,,,,,0.077,,,,
1980,A,1,1,0.0675,,,,0.0675,,,,0.137,,,,,,,0.137,,,,0.035
1980,"A HMF",1,1,0.0605,,,,0.0605,,,,0.1245,,,,,,,0.1245,,,,
1980,B,1,1,0.02,,,,0.02,,,,0.137,,,,,,,0.137,,,,0.035
1980,"B HMF",1,1,0.0185,,,,0.0185,,,,0.1245,,,,,,,0.1245,,,,
1980,C,1,1,0,,,,0,,,,0.137,,,,,,,0.137,,,,0.035
1980,D,1,1,0.0675,,,,0.0425,,,,0.137,,,,,,,0.092,,,,0.035
1980,"D HMF",1,1,0.0605,,,,0.0355,,,,0.1245,,,,,,,0.0795,,,,
1980,E,1,1,0.02,,,,0.02,,,,0.137,,,,,,,0.092,,,,0.035
1980,"E HMF",1,1,0.0185,,,,0.0185,,,,0.1245,,,,,,,0.0795,,,,
1981,A,1,1,0.0775,,,,0.0775,,,,0.137,,,,,,,0.137,,,,0.035
1981,"A HMF",1,1,0.0705,,,,0.0705,,,,0.1245,,,,,,,0.1245,,,,
1981,B,1,1,0.0275,,,,0.0275,,,,0.137,,,,,,,0.137,,,,0.035
1981,"B HMF",1,1,0.026,,,,0.026,,,,0.1245,,,,,,,0.1245,,,,
1981,C,1,1,0,,,,0,,,,0.137,,,,,,,0.137,,,,0.035
1981,D,1,1,0.0775,,,,0.0525,,,,0.137,,,,,,,0.092,,,,0.035
1981,"D HMF",1,1,0.0705,,,,0.0455,,,,0.1245,,,,,,,0.0795,,,,
1981,E,1,1,0.0275,,,,0.0275,,,,0.137,,,,,,,0.092,,,,0.035
1981,"E HMF",1,1,0.026,,,,0.026,,,,0.1245,,,,,,,0.0795,,,,
1982,A,1,1,0.0875,,,,0.0875,,,,0.137,,,,,,,0.137,,,,0.035
1982,A,18,5,0.0875,,,,0.0875,,,,0.122,,,,,,,0.122,,,,0.02
1982,"A HMF",1,1,0.077,,,,0.077,,,,0.1245,,,,,,,0.1245,,,,
1982,"A HMF",18,5,0.077,,,,0.077,,,,0.1095,,,,,,,0.1095,,,,
1982,B,1,1,0.032,,,,0.032,,,,0.137,,,,,,,0.137,,,,0.035
1982,B,18,5,0.032,,,,0.032,,,,0.122,,,,,,,0.122,,,,0.02
1982,"B HMF",1,1,0.027,,,,0.027,,,,0.1245,,,,,,,0.1245,,,,
1982,"B HMF",18,5,0.027,,,,0.027,,,,0.1095,,,,,,,0.1095,,,,
1982,C,1,1,0,,,,0,,,,0.137,,,,,,,0.137,,,,0.035
1982,C,18,5,0,,,,0,,,,0.122,,,,,,,0.122,,,,0.02
1982,D,1,1,0.0875,,,,0.0625,,,,0.137,,,,,,,0.092,,,,0.035
1982,D,18,5,0.0875,,,,0.0625,,,,0.122,,,,,,,0.077,,,,0.02
1982,"D HMF",1,1,0.077,,,,0.052,,,,0.1245,,,,,,,0.0795,,,,
1982,"D HMF",18,5,0.077,,,,0.052,,,,0.1095,,,,,,,0.0645,,,,
1982,E,1,1,0.032,,,,0.032,,,,0.137,,,,,,,0.092,,,,0.035
1982,E,18,5,0.032,,,,0.032,,,,0.122,,,,,,,0.077,,,,0.02
1982,"E HMF",1,1,0.027,,,,0.027,,,,0.1245,,,,,,,0.0795,,,,
1982,"E HMF",18,5,0.027,,,,0.027,,,,0.1095,,,,,,,0.0645,,,,
1983,A,1,1,0.09,,,,0.09,,,,0.1195,,,,,,,0.1195,,,,0.015
1983,A,18,5,0.09,,,,0.09,,,,0.1145,,,,,,,0.1145,,,,0.01
1983,"A HMF",1,1,0.0795,,,,0.0795,,,,0.107,,,,,,,0.107,,,,
1983,"A HMF",18,5,0.0795,,,,0.0795,,,,0.102,,,,,,,0.102,,,,
1983,B,1,1,0.0385,,,,0.0385,,,,0.1195,,,,,,,0.1195,,,,0.015
1983,B,18,5,0.0385,,,,0.0385,,,,0.1145,,,,,,,0.1145,,,,0.01
1983,"B HMF",1,1,0.0335,,,,0.0335,,,,0.107,,,,,,,0.107,,,,
1983,"B HMF",18,5,0.0335,,,,0.0335,,,,0.102,,,,,,,0.102,,,,
1983,C,1,1,0,,,,0,,,,0.1195,,,,,,,0.1195,,,,0.015
1983,C,18,5,0,,,,0,,,,0.1145,,,,,,,0.1145,,,,0.01
1983,D,1,1,0.09,,,,0.0685,,,,0.1195,,,,,,,0.0785,,,,0.015
1983,D,18,5,0.09,,,,0.0685,,,,0.1145,,,,,,,0.0735,,,,0.01
1983,"D HMF",1,1,0.0795,,,,0.058,,,,0.107,,,,,,,0.066,,,,
1983,"D HMF",18,5,0.0795,,,,0.058,,,,0.102,,,,,,,0.061,,,,
1983,E,1,1,0.0385,,,,0.0385,,,,0.1195,,,,,,,0.0785,,,,0.015
1983,E,18,5,0.0385,,,,0.0385,,,,0.1145,,,,,,,0.0735,,,,0.01
1983,"E HMF",1,1,0.0335,,,,0.0335,,,,0.107,,,,,,,0.066,,,,
1983,"E HMF",18,5,0.0335,,,,0.0335,,,,0.102,,,,,,,0.061,,,,
1984,A,1,1,0.09,,,,0.09,,,,0.1145,,,,,,,0.1145,,,,0.01
1984,A,27,7,0.09,,,,0.09,,,,0.1045,,,,,,,0.1045,,,,
1984,"A HMF",1,1,0.081,,,,0.081,,,,0.105,,,,,,,0.105,,,,
1984,"A HMF",27,7,0.081,,,,0.081,,,,0.095,,,,,,,0.095,,,,
1984,B,1,1,0.0385,,,,0.0385,,,,0.1145,,,,,,,0.1145,,,,0.01
1984,B,27,7,0.0385,,,,0.0385,,,,0.1045,,,,,,,0.1045,,,,
1984,"B HMF",1,1,0.0295,,,,0.0295,,,,0.105,,,,,,,0.105,,,,
1984,"B HMF",27,7,0.0295,,,,0.0295,,,,0.095,,,,,,,0.095,,,,
1984,C,1,1,0,,,,0,,,,0.1145,,,,,,,0.1145,,,,0.01
1984,C,27,7,0,,,,0,,,,0.1045,,,,,,,0.1045,,,,
1984,D,1,1,0.09,,,,0.0685,,,,0.1145,,,,,,,0.0735,,,,0.01
1984,D,27,7,0.09,,,,0.0685,,,,0.1045,,,,,,,0.0635,,,,
1984,"D HMF",1,1,0.081,,,,0.0595,,,,0.105,,,,,,,0.064,,,,
1984,"D HMF",27,7,0.081,,,,0.0595,,,,0.095,,,,,,,0.054,,,,
1984,E,1,1,0.0385,,,,0.0385,,,,0.1145,,,,,,,0.0735,,,,0.01
1984,E,27,7,0.0385,,,,0.0385,,,,0.1045,,,,,,,0.0635,,,,
1984,"E HMF",1,1,0.0295,,,,0.0295,,,,0.105,,,,,,,0.064,,,,
1984,"E HMF",27,7,0.0295,,,,0.0295,,,,0.095,,,,,,,0.054,,,,
1985,A,1,1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1045,0.1045,0.1045,0.1045,0.1045,0.1045,0.1045,0.1045,,,,
1985,A,27,7,0.05,0.07,0.09,0.09,0.05,0.07,0.09,0.09,0.05,0.07,0.09,0.1045,0.05,0.07,0.09,0.1045,0.1045,,,
1985,"A HMF",1,1,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,,,,
1985,"A HMF",27,7,0.041,0.061,0.081,0.081,0.041,0.061,0.081,0.081,0.0405,0.0605,0.0805,0.0905,0.0405,0.0605,0.0805,0.095,0.095,,,
1985,B,1,1,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.1045,0.1045,0.1045,0.1045,0.1045,0.1045,0.1045,0.1045,,,,
1985,B,27,7,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.05,0.07,0.09,0.1045,0.05,0.07,0.09,0.1045,0.1045,,,
1985,"B HMF",1,1,0.0295,0.0295,0.0295,0.0295,0.0295,0.0295,0.0295,0.0295,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,,,,
1985,"B HMF",27,7,0.0295,0.0295,0.0295,0.0295,0.0295,0.0295,0.0295,0.0295,0.0405,0.0605,0.0895,0.095,0.0405,0.0605,0.0805,0.095,0.095,,,
1985,C,1,1,0,0,0,0,0,0,0,0,0.1045,0.1045,0.1045,0.1045,0.1045,0.1045,0.1045,0.1045,,,,
1985,C,27,7,0,0,0,0,0,0,0,0,0.05,0.07,0.09,0.1045,0.05,0.07,0.09,0.1045,0.1045,,,
1985,D,1,1,0.09,0.09,0.09,0.09,0.0685,0.0685,0.0685,0.0685,0.1045,0.1045,0.1045,0.1045,0.0635,0.0635,0.0635,0.0635,,,,
1985,D,27,7,0.05,0.07,0.09,0.09,0.0285,0.0485,0.0685,0.0685,0.05,0.07,0.09,0.1045,0.009,0.029,0.049,0.0635,0.1045,,,
1985,"D HMF",1,1,0.081,0.081,0.081,0.081,0.0595,0.0595,0.0595,0.0595,0.0955,0.0955,0.0955,0.0955,0.054,0.054,0.054,0.054,,,,
1985,"D HMF",27,7,0.041,0.061,0.081,0.081,0.0195,0.0395,0.0595,0.0595,0.0405,0.0605,0.0805,0.095,0,0.0195,0.0395,0.054,0.095,,,
1985,E,1,1,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.1045,0.1045,0.1045,0.1045,0.0635,0.0635,0.0635,0.0635,,,,
1985,E,27,7,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.05,0.07,0.09,0.1045,0.009,0.029,0.049,0.0635,0.1045,,,
1985,"E HMF",1,1,0.0295,0.0295,0.0295,0.0295,0.0295,0.0295,0.0295,0.0295,0.0955,0.0955,0.0955,0.0955,0.054,0.054,0.054,0.054,,,,
1985,"E HMF",27,7,0.0295,0.0295,0.0295,0.0295,0.0295,0.0295,0.0295,0.0295,0.0405,0.0605,0.0805,0.095,0,0.0195,0.0395,0.054,0.095,,,
1986,A,1,1,0.05,0.07,0.09,0.09,0.05,0.07,0.09,0.09,0.05,0.07,0.09,0.1045,0.05,0.07,0.09,0.1045,0.1045,,,
1986,"A HMF",1,1,0.041,0.061,0.081,0.081,0.041,0.061,0.081,0.081,0.0405,0.0605,0.0805,0.095,0.0405,0.0605,0.0805,0.095,0.095,,,
1986,B,1,1,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.05,0.07,0.09,0.1045,0.05,0.07,0.09,0.1045,0.1045,,,
1986,"B HMF",1,1,0.0295,0.0295,0.0295,0.0295,0.0295,0.0295,0.0295,0.0295,0.0495,0.0605,0.0805,0.095,0.0405,0.0605,0.0805,0.095,0.095,,,
1986,C,1,1,0,0,0,0,0,0,0,0,0.05,0.07,0.09,0.1045,0.05,0.07,0.09,0.1045,0.1045,,,
1986,D,1,1,0.05,0.07,0.09,0.09,0.0285,0.0485,0.0685,0.0685,0.05,0.07,0.09,0.1045,0.009,0.029,0.049,0.0635,0.1045,,,
1986,"D HMF",1,1,0.041,0.061,0.081,0.081,0.0195,0.0395,0.0595,0.0595,0.0405,0.0605,0.0805,0.095,0,0.0195,0.0395,0.054,0.095,,,
1986,E,1,1,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.05,0.07,0.09,0.1045,0.009,0.029,0.049,0.0635,0.1045,,,
1986,"E HMF",1,1,0.0295,0.0295,0.0295,0.0295,0.0295,0.0295,0.0295,0.0295,0.0405,0.0605,0.0805,0.095,0,0.0195,0.0395,0.054,0.095,,,
1987,A,1,1,0.05,0.07,0.09,0.09,0.05,0.07,0.09,0.09,0.05,0.07,0.09,0.1045,0.05,0.07,0.09,0.1045,0.1045,,,
1987,"A HMF",1,1,0.041,0.061,0.081,0.081,0.041,0.061,0.081,0.081,0.0405,0.0605,0.0805,0.095,0.0405,0.0605,0.0805,0.095,0.095,,,
1987,B,1,1,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.05,0.07,0.09,0.1045,0.05,0.07,0.09,0.1045,0.1045,,,
1987,"B HMF",1,1,0.0295,0.0295,0.0295,0.0295,0.0295,0.0295,0.0295,0.0295,0.0405,0.0605,0.0805,0.095,0.0405,0.0605,0.0805,0.095,0.095,,,
1987,C,1,1,0,0,0,0,0,0,0,0,0.05,0.07,0.09,0.1045,0.05,0.07,0.09,0.1045,0.1045,,,
1987,D,1,1,0.05,0.07,0.09,0.09,0.0285,0.0485,0.0685,0.0685,0.05,0.07,0.09,0.1045,0.009,0.029,0.049,0.0635,0.1045,,,
1987,"D HMF",1,1,0.041,0.061,0.081,0.081,0.0195,0.0395,0.0595,0.0595,0.0405,0.0605,0.0805,0.095,0,0.0195,0.0395,0.054,0.095,,,
1987,E,1,1,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.05,0.07,0.09,0.1045,0.009,0.029,0.049,0.0635,0.1045,,,
1987,"E HMF",1,1,0.0295,0.0295,0.0295,0.0295,0.0295,0.0295,0.0295,0.0295,0.0405,0.0605,0.0805,0.095,0,0.0195,0.0395,0.054,0.095,,,
1988,A,1,1,0.05,0.07,0.09,0.09,0.05,0.07,0.09,0.09,0.05,0.07,0.09,0.1045,0.05,0.07,0.09,0.1045,0.1045,,,
1988,"A HMF",1,1,0.042,0.062,0.082,0.082,0.042,0.062,0.082,0.082,0.0415,0.0615,0.0815,0.096,0.0415,0.0615,0.0815,0.096,0.096,,,
1988,B,1,1,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,0.05,0.07,0.09,0.1045,0.05,0.07,0.09,0.1045,0.1045,,,
1988,"B HMF",1,1,0.0305,0.0305,0.0305,0.0305,0.0305,0.0305,0.0305,0.0305,0.0415,0.0615,0.0815,0.096,0.0415,0.0615,0.0815,0.096,0.096,,,
1988,C,1,1,0,0,0,0,0,0,0,0,0.05,0.07,0.09,0.1045,0.05,0.07,0.09,0.1045,0.1045,,,
