"Tax Yr","Cat","Start Week","Start Month","Up to LEL1 (employee)","Up to LEL2 (employee)","Up to LEL3 (employee)","Up to LEL4 (employee)","Employee Rte 1","Employee Rte 2","Employee Rte 3","Employee Rte 4","Up to LEL1 (employer)","Up to LEL2 (employer)","Up to LEL3 (employer)","Up to LEL4 (employer)","Employer Rte 1","Employer Rte 2","Employer Rte 3","Employer Rte 4","Above UEL (employer)","ER NIC Rebate","EE NIC Rebate","NI Surcharge"
"1994","C",1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.07,0.10,0.03,0.05,0.07,0.10,0.10,,,
"1994","D",1,1,0.02,0.02,0.02,0.02,0.08,0.08,0.08,0.08,0.03,0.05,0.07,0.10,6.0e-03,0.02,0.04,0.07,0.10,,,
"1994","D HMF",1,1,0.02,0.02,0.02,0.02,0.07,0.07,0.07,0.07,0.03,0.05,0.07,0.09,1.0e-03,0.02,0.04,0.06,0.09,,,
"1994","E",1,1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.07,0.10,6.0e-03,0.02,0.04,0.07,0.10,,,
"1994","E HMF",1,1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.07,0.09,1.0e-03,0.02,0.04,0.06,0.09,,,
"1994","N",1,1,0.02,0.02,0.02,0.02,0.08,0.08,0.08,0.08,0.03,0.05,0.07,0.09,1.0e-03,0.02,0.04,0.06,0.09,,,0.00
"1994","O",1,1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.07,0.09,1.0e-03,0.02,0.04,0.06,0.09,,,0.00
"1994","R",1,1,0.02,0.02,0.02,0.02,0.10,0.10,0.10,0.10,0.03,0.05,0.07,0.09,0.03,0.05,0.07,0.09,0.09,,,0.00
"1994","T",1,1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.07,0.09,0.03,0.05,0.07,0.09,0.09,,,0.00
"1994","W",1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.07,0.09,0.03,0.05,0.07,0.09,0.09,,,0.00
"1995","A",1,1,0.02,0.02,0.02,0.02,0.10,0.10,0.10,0.10,0.03,0.05,0.07,0.10,0.03,0.05,0.07,0.10,0.10,,,
"1995","A HMF",1,1,0.02,0.02,0.02,0.02,0.09,0.09,0.09,0.09,0.02,0.04,0.06,0.09,0.02,0.04,0.06,0.09,0.09,,,
"1995","B",1,1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.07,0.10,0.03,0.05,0.07,0.10,0.10,,,
"1995","B HMF",1,1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.04,0.06,0.09,0.02,0.04,0.06,0.09,0.09,,,
"1995","C",1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.07,0.10,0.03,0.05,0.07,0.10,0.10,,,
"1995","D",1,1,0.02,0.02,0.02,0.02,0.08,0.08,0.08,0.08,0.03,0.05,0.07,0.10,0.00,0.02,0.04,0.07,0.10,,,
"1995","D HMF",1,1,0.02,0.02,0.02,0.02,0.07,0.07,0.07,0.07,0.02,0.04,0.06,0.09,0.00,0.01,0.03,0.06,0.09,,,
"1995","E",1,1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.07,0.10,0.00,0.02,0.04,0.07,0.10,,,
"1995","E HMF",1,1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.04,0.06,0.09,0.00,0.01,0.03,0.06,0.09,,,
"1995","N",1,1,0.02,0.02,0.02,0.02,0.08,0.08,0.08,0.08,0.02,0.04,0.06,0.09,0.00,0.01,0.03,0.06,0.09,,,0.00
"1995","O",1,1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.04,0.06,0.09,0.00,0.01,0.03,0.06,0.09,,,
"1995","R",1,1,0.02,0.02,0.02,0.02,0.10,0.10,0.10,0.10,0.02,0.04,0.06,0.09,0.02,0.04,0.06,0.09,0.09,,,
"1995","T",1,1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.04,0.06,0.09,0.02,0.04,0.06,0.09,0.09,,,
"1995","W",1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.09,0.02,0.04,0.06,0.09,0.09,,,
"1996","A",1,1,0.02,0.02,0.02,0.02,0.10,0.10,0.10,0.10,0.03,0.05,0.07,0.10,0.03,0.05,0.07,0.10,0.10,,,
"1996","B",1,1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.07,0.10,0.03,0.05,0.07,0.10,0.10,,,0.00
"1996","C",1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.07,0.10,0.03,0.05,0.07,0.10,0.10,,,0.00
"1996","D",1,1,0.02,0.02,0.02,0.02,0.08,0.08,0.08,0.08,0.03,0.05,0.07,0.10,0.00,0.02,0.04,0.07,0.10,,,0.00
"1996","E",1,1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.07,0.10,0.00,0.02,0.04,0.07,0.10,,,0.00
"1996","N",1,1,0.02,0.02,0.02,0.02,0.08,0.08,0.08,0.08,0.02,0.04,0.06,0.09,0.00,0.01,0.03,0.06,0.09,,,0.00
"1996","O",1,1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.04,0.06,0.09,0.00,0.01,0.03,0.06,0.09,,,0.00
"1996","R",1,1,0.02,0.02,0.02,0.02,0.10,0.10,0.10,0.10,0.02,0.04,0.06,0.09,0.02,0.04,0.06,0.09,0.09,,,0.00
"1996","T",1,1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.04,0.06,0.09,0.02,0.04,0.06,0.09,0.09,,,0.00
"1996","W",1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.09,0.02,0.04,0.06,0.09,0.09,,,0.00
"1997","A",1,1,0.02,0.02,0.02,0.02,0.10,0.10,0.10,0.10,0.03,0.05,0.07,0.10,0.03,0.05,0.07,0.10,0.10,,,0.00
"1997","B",1,1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.07,0.10,0.03,0.05,0.07,0.10,0.10,,,0.00
"1997","C",1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.07,0.10,0.03,0.05,0.07,0.10,0.10,,,0.00
"1997","D",1,1,0.02,0.02,0.02,0.02,0.08,0.08,0.08,0.08,0.03,0.05,0.07,0.10,0.00,0.02,0.04,0.07,0.10,,,0.00
"1997","E",1,1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.07,0.10,0.00,0.02,0.04,0.07,0.10,,,0.00
"1997","F",1,1,0.02,0.02,0.02,0.02,0.08,0.08,0.08,0.08,0.03,0.05,0.07,0.10,0.01,0.03,0.05,0.08,0.10,,,0.00
"1997","G",1,1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.07,0.10,0.01,0.03,0.05,0.08,0.10,,,0.00
"1997","N",1,1,0.02,0.02,0.02,0.02,0.08,0.08,0.08,0.08,0.02,0.04,0.06,0.09,0.00,0.01,0.03,0.06,0.09,,,0.00
"1997","O",1,1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.04,0.06,0.09,0.00,0.01,0.03,0.06,0.09,,,0.00
"1997","R",1,1,0.02,0.02,0.02,0.02,0.10,0.10,0.10,0.10,0.02,0.04,0.06,0.09,0.02,0.04,0.06,0.09,0.09,,,0.00
"1997","S",1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.07,0.10,0.01,0.03,0.05,0.08,0.10,,,0.00
"1997","T",1,1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.04,0.06,0.09,0.02,0.04,0.06,0.09,0.09,,,0.00
"1997","W",1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.09,0.02,0.04,0.06,0.09,0.09,,,0.00
"1998","A",1,1,0.02,0.02,0.02,0.02,0.10,0.10,0.10,0.10,0.03,0.05,0.07,0.10,0.03,0.05,0.07,0.10,0.10,,,0.00
"1998","B",1,1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.07,0.10,0.03,0.05,0.07,0.10,0.10,,,0.00
"1998","C",1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.07,0.10,0.03,0.05,0.07,0.10,0.10,,,0.00
"1998","D",1,1,0.02,0.02,0.02,0.02,0.08,0.08,0.08,0.08,0.03,0.05,0.07,0.10,0.00,0.02,0.04,0.07,0.10,,,0.00
"1998","E",1,1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.07,0.10,0.00,0.02,0.04,0.07,0.10,,,0.00
"1998","F",1,1,0.02,0.02,0.02,0.02,0.08,0.08,0.08,0.08,0.03,0.05,0.07,0.10,0.01,0.03,0.05,0.08,0.10,,,0.00
"1998","G",1,1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.07,0.10,0.01,0.03,0.05,0.08,0.10,,,0.00
"1998","N",1,1,0.02,0.02,0.02,0.02,0.08,0.08,0.08,0.08,0.02,0.04,0.06,0.09,0.00,0.01,0.03,0.06,0.09,,,0.00
"1998","O",1,1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.04,0.06,0.09,0.00,0.01,0.03,0.06,0.09,,,0.00
"1998","R",1,1,0.02,0.02,0.02,0.02,0.10,0.10,0.10,0.10,0.02,0.04,0.06,0.09,0.02,0.04,0.06,0.09,0.09,,,0.00
"1998","S",1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.07,0.10,0.01,0.03,0.05,0.08,0.10,,,0.00
"1998","T",1,1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.04,0.06,0.09,0.02,0.04,0.06,0.09,0.09,,,0.00
"1998","W",1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.09,0.02,0.04,0.06,0.09,0.09,,,0.00
"1999","A",1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2000","A",1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2001","A",1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2002","A",1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2003","A",1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2004","A",1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2005","A",1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2006","A",1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2007","A",1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2008","A",1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2009","A",1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2010","A",1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2011","A",0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2012","A",0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2013","A",0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2014","A",0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2015","A",0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2016","A",0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2017","A",0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2018","A",0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2019","A",0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"2020","A",0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
